,Username,Time,Subject
1005,kdshapiro,"March 4, 2004 1:51AM","""BTW, I'm not an SUV guy but golly that Armada's insane. I sat in one at a dealer and I felt like I was in a leather-lined bus.""

I felt the same way when I checkout out the Lincoln Blackwood edition. Talk about $56K worth of stigma. Speaking of stigma I don't understand why we let ourselves be influenced by the sometimes ridiculous opinions of others. That's all that ""stigma"" is. A negative overreaction to the negative opinions of others."
1006,blueguydotcom,"March 4, 2004 6:06AM",True. Regardless we all let society shape our views/behavior in some fashion.
1007,victord1,"March 4, 2004 7:53AM","I believe I posted a message sometime waaaaaaay back, about six months ago, about my personal experience with both cars. My sister and I own both the '03 Max SE and '03 TL-S. The TL-S has slight advantages in handling, smoother ride, smoother engine at high RPM, and possibly exterior look. I like the Max interior ergonomics, quieter engine, smoother trans/engine interactions (both cars have slush box), and bigger size.

To most people, both cars are about equal overall, except for $2,000-$4,000 differences in prices, w/incentives on the Max.

Now I haven't test-driven the '04 TL yet, but I assume that the new smaller size and slightly more powerful engine would increase its performance/handling potentials even further. I tested the '04 Max the first day it arrived in the dealer and noticed that while the engine was even smoother/quieter than the '03 and the drive had been improved with the new rear ind. suspension set-up, the car's bigger size reduced the handling part to just marginally better than the '03. And don't even get me started with the new interior.......what the heck were they thinking?!?!

When the new '06 BMW 3series come out in late '05, I'll probably trade in the Max for the ""older"" version '05 3's. Personally I think the current 3series has the best overall exterior look (especially in titanium silver) and the size is just about right for me--yes, I've grown tired of the bigger Max. Now if I can only get pass the BMW reliability issues......oh well, then there's always a TL :-)"
1008,mariner7,"March 4, 2004 1:07PM","I agree the G35 is hot. I see more and more of them around the wealthy suburbs of DC. I bet in the past a large % of those would be 3's. I'm sure new TL will show up, after all old ones were all over the place.

Surprisingly, the hot SUV, to my eyes, is the Murano. It's starting to compete with RX, MDX and Volvo in burbs. Well, not too surprising, it got more style than any of the others."
1009,qbrozen,"March 4, 2004 2:35PM","thanks for the rundown on the Maxis. Good to know I'm not nuts for hating this thing.

I strongly suggest checking out the '04 TL. I did try the previous gen TLs and, while I liked it, I found it rather boring. The new one is a HUGE improvement."
1010,speedracer3,"March 4, 2004 2:56PM","The one thing I do not like about about the TSX/TL is that they have not shaken their Honda family resemblance. The TSX is an Euro Accord, and the TL ( I see the old Civic tailights on this car) is just a larger version of it. What I liked about the G35 is that no current Nissan car looks remotely like it. I applaud Honda for giving Acura a more aggressive ""look"", (the old TL was just blah to look at) but I look at a TSX/TL and still see just another Accord on the road."
1011,designman,"March 4, 2004 4:01PM","The Maxima looks like a twin brother that is a little too addicted to sausage pizzas. I find the G35 look tolerable, but it's not exactly svelte either.

Sedans are bloated across all automotive brands... grotesque features... no attention to fine details. Rubenesque is in.

My advice to auto designers... have a salad."
1012,speedracer3,"March 4, 2004 4:05PM","Don't get me started about the new Maxima. I despise its looks. Now, the G35 coupe is sex on wheels."
1013,designman,"March 4, 2004 4:13PM","Hey, whatever turns you on. I always thought fashion models could stand to eat a Sicilian slice or two.

;-)"
1014,glenford,"March 4, 2004 4:30PM","Drove a 330 and a 325 this week. Both awd (bad driveway, NY winters). Liked them both - great feeling car (for the limited time I got to do it). While I might not have thought this if I drove just the 325, after driving the 330 the 325 power seemed nice, but not great. Of course, in most cases, not a real issue.

I'm off (in the near future) to drive a G35x. On paper, looks like I can have 330 power for less than 325 price, at a higher level of equipment (cd changer, leather, and still less than the 325). Recent years' reliability looks comparable.

Nothing else looks close to these two to me (Audi has some reliability issues, I think. No Volvo dealer nearby, and not so sporting,...)

AWD is a must have.

Thoughts? Tim"
1015,designman,"March 4, 2004 4:35PM","Indeed, G35 coupe has a nice shape and aft section. Front is a little bulbous. But I'll buy the sexy description.

I also think Evo and IS Sport Cross are sexy.

But to me the real lookers are the sports cars... 911 Coupe and Targa, Boxster, Miata, S2000, 350Z Coupe and Roadster. I think the new Vette is an improvement but it can't seem to shed that big truncated butt. Z4 should be used as prop for C-grade monster movies such as The Blob."
1016,mariner7,"March 4, 2004 5:32PM","G35 & Max share some family resemblance but total effect is quite different. G35 sedan looks light, where Max is just too heavy handed.

When previous TL came out as a concept, I was very impressed by its look. A relative of mine was looking for a car. I recommended the car to him, he bought the car before it came out as production. By the end of its cycle, I couldn't stand the sight of that car, to me the design aged really badly."
1017,victord1,"March 4, 2004 6:51PM","The new '04 Maxima is never in my plan to replace my current Max....honestly, I like mine better. To me it seems that while Acura has moved the new TL closer to the BMW 3series, Nissan did just the opposite with the new Max.

For someone who's looking for a family sedan with room and power to spare, the Max is an excellent choice. However, for a single guy like me who likes corners and twisties, a more agile and smaller sedan would be more preferable.

When it's time for my trade-up, the only cars I have in mind are the new TL , the G35/G35X, possibly the up-coming 250Hp AWD Subaru (for the AWD factor), and the 3series as the most favorite. I like almost everything about the car, except reliability.....sorry, didn't mean to sound like a broken record :-)"
1018,designman,"March 4, 2004 7:14PM","What I like about the G35 is the overall shape... numero uno in judging appearance IMO. It has a fluid airfoil shape, similar to the 911. Also, none of the details and proportions scream for attention. I think they could have done a better job with the headlights and grille though. Headlights say Maxima, grille says Cadillac.

TL has subtle details but is too wedgy and chunky in the rear. Accordingly the shape is a bit unbalanced. And that swathe running just beneath the beltline looks like an afterthought... incongruous. I'd bet they added that near the deadline after thinking the car looked too vertical... to give the impression of less height. The wedge works better with smaller cars like TSX and RSX. By the way, on the Acura website, they do a great job of reducing the chunky rear with lighting… notice how dark the bumper is in all shots. But when it comes out into real available light, the butt is very large. I&#146;m sure the TL is going to be a winner, but I think it would have been dead-nuts perfect by reducing the angle of the wedge a bit. The wedge may say sport, but it does not say elegance… larger sedans have to keep it to a minimum.

Not totally happy, but I&#146;ll take either one of these cars on looks… for the most part there is harmony and order to the details and lines… no unnecessary topography. They sure do beat the Bangle bimmers."
